route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
7634,3,4048783,Route 1- Five Points Station,1,226535,86468
7634,3,4041222,Route 1- Five Points Station,1,226535,86468
7634,3,4048786,Route 1- Coronet Way,0,227531,86348
7634,3,4042081,Route 1- Five Points Station,1,227531,86468
7634,3,4034326,Route 1- Coronet Way,0,227531,86348
7634,3,4041232,Route 1- Coronet Way,0,226535,86348
7634,3,4029888,Route 1- Coronet Way,0,226535,86348
7634,3,4024554,Route 1- Five Points Station,1,226535,86468
7634,3,4035025,Route 1- Five Points Station,1,227531,86468
7634,3,4044296,Route 1- Five Points Station,1,227531,86468
7634,3,4046174,Route 1- Five Points Station,1,226535,86468
7634,3,4049704,Route 1- Coronet Way,0,226535,86348
7634,3,4048498,Route 1- Five Points Station,1,226535,86468
7634,3,4038492,Route 1- Five Points Station,1,227531,86468
7634,3,4031773,Route 1- Five Points Station,1,227531,86468
7634,3,4034325,Route 1- Coronet Way,0,227531,86348
7634,3,4025974,Route 1- Coronet Way,0,226535,86348
7634,3,4027841,Route 1- Coronet Way,0,226535,86348
7634,3,4029889,Route 1- Coronet Way,0,226535,86348
7634,3,4027840,Route 1- Coronet Way,0,226535,86348
7634,3,4033062,Route 1- Coronet Way,0,227531,86348
7634,3,4038494,Route 1- Five Points Station,1,226535,86468
7634,3,4032662,Route 1- Coronet Way,0,227531,86348
7634,3,4033059,Route 1- Five Points Station,1,226535,86468
7634,3,4024564,Route 1- Coronet Way,0,226535,86348
7634,3,4032658,Route 1- Five Points Station,1,227531,86468
7634,3,4034306,Route 1- Five Points Station,1,227531,86468
7634,3,4038493,Route 1- Five Points Station,1,226535,86468
7634,3,4024563,Route 1- Coronet Way,0,227531,86348
7634,3,4041221,Route 1- Five Points Station,1,226535,86468
7634,3,4031782,Route 1- Coronet Way,0,227531,86348
7634,3,4047524,Route 1- Five Points Station,1,227531,86468
7634,3,4044123,Route 1- Five Points Station,1,226535,86468
7634,3,4024565,Route 1- Coronet Way,0,226535,86348
7634,3,4034307,Route 1- Five Points Station,1,227531,86468
7634,3,4024553,Route 1- Five Points Station,1,227531,86468
7634,3,4034327,Route 1- Coronet Way,0,227531,86348
7634,3,4034308,Route 1- Five Points Station,1,226535,86468
7634,3,4042293,Route 1- Coronet Way,0,226535,86348
7634,3,4034305,Route 1- Five Points Station,1,227531,86468
7634,3,4027839,Route 1- Coronet Way,0,227531,86348
7634,3,4042083,Route 1- Coronet Way,0,227531,86348
7634,3,4034329,Route 1- Coronet Way,0,226535,86348
7634,3,4031774,Route 1- Five Points Station,1,226535,86468
7634,3,4027828,Route 1- Five Points Station,1,227531,86468
7634,3,4025973,Route 1- Coronet Way,0,227531,86348
7634,3,4042085,Route 1- Coronet Way,0,227531,86348
7634,3,4048120,Route 1- Five Points Station,1,226535,86468
7634,3,4034330,Route 1- Coronet Way,0,226535,86348
7634,3,4034328,Route 1- Coronet Way,0,226535,86348
7634,4,4027837,Route 1- Coronet Way,0,226475,86348
7634,4,4029887,Route 1- Coronet Way,0,226475,86348
7634,4,4048123,Route 1- Coronet Way,0,226475,86348
7634,4,4031770,Route 1- Five Points Station,1,226475,86468
7634,4,4024551,Route 1- Five Points Station,1,226526,86468
7634,4,4027827,Route 1- Five Points Station,1,226526,86468
7634,4,4031772,Route 1- Five Points Station,1,226475,86468
7634,4,4034322,Route 1- Coronet Way,0,226526,86348
7634,4,4050455,Route 1- Coronet Way,0,226526,86348
7634,4,4031780,Route 1- Coronet Way,0,226526,86348
7634,4,4043615,Route 1- Five Points Station,1,226475,86468
7634,4,4048785,Route 1- Coronet Way,0,226475,86348
7634,4,4050454,Route 1- Coronet Way,0,226475,86348
7634,4,4038498,Route 1- Coronet Way,0,226475,86348
7634,4,4044297,Route 1- Five Points Station,1,226526,86468
7634,4,4031781,Route 1- Coronet Way,0,226475,86348
7634,4,4041220,Route 1- Five Points Station,1,226526,86468
7634,4,4027838,Route 1- Coronet Way,0,226526,86348
7634,4,4038499,Route 1- Coronet Way,0,226526,86348
7634,4,4050449,Route 1- Five Points Station,1,226526,86468
7634,4,4031779,Route 1- Coronet Way,0,226526,86348
7634,4,4029882,Route 1- Five Points Station,1,226526,86468
7634,4,4034303,Route 1- Five Points Station,1,226475,86468
7634,4,4024562,Route 1- Coronet Way,0,226526,86348
7634,4,4027836,Route 1- Coronet Way,0,226475,86348
7634,4,4024552,Route 1- Five Points Station,1,226475,86468
7634,4,4034304,Route 1- Five Points Station,1,226475,86468
7634,4,4048782,Route 1- Five Points Station,1,226526,86468
7634,4,4042759,Route 1- Coronet Way,0,226526,86348
7634,4,4033058,Route 1- Five Points Station,1,226526,86468
7634,4,4041230,Route 1- Coronet Way,0,226475,86348
7634,4,4048119,Route 1- Five Points Station,1,226526,86468
7634,4,4035028,Route 1- Coronet Way,0,226526,86348
7634,4,4029886,Route 1- Coronet Way,0,226475,86348
7634,4,4042082,Route 1- Five Points Station,1,226475,86468
7634,4,4044226,Route 1- Coronet Way,0,226526,86348
7634,4,4041231,Route 1- Coronet Way,0,226526,86348
7634,4,4027826,Route 1- Five Points Station,1,226526,86468
7634,4,4048709,Route 1- Coronet Way,0,226526,86348
7634,4,4046762,Route 1- Five Points Station,1,226526,86468
7634,4,4034324,Route 1- Coronet Way,0,226475,86348
7634,4,4025972,Route 1- Coronet Way,0,226475,86348
7634,4,4027825,Route 1- Five Points Station,1,226475,86468
7634,4,4034101,Route 1- Five Points Station,1,226526,86468
7634,4,4031771,Route 1- Five Points Station,1,226475,86468
7634,4,4043614,Route 1- Five Points Station,1,226475,86468
7634,4,4044310,Route 1- Five Points Station,1,226526,86468
7634,4,4035024,Route 1- Five Points Station,1,226475,86468
7634,4,4029881,Route 1- Five Points Station,1,226475,86468
7634,4,4034323,Route 1- Coronet Way,0,226526,86348
7634,5,4024558,Route 1- Coronet Way,0,226233,86348
7634,5,4035029,Route 1- Coronet Way,0,226873,86291
7634,5,4034097,Route 1- Five Points Station,1,227457,86468
7634,5,4049703,Route 1- Five Points Station,1,226233,86528
7634,5,4042294,Route 1- Five Points Station,1,226781,86528
7634,5,4032664,Route 1- Coronet Way,0,227641,86291
7634,5,4050450,Route 1- Five Points Station,1,226233,86468
7634,5,4031764,Route 1- Five Points Station,1,227457,86468
7634,5,4048781,Route 1- Five Points Station,1,227641,86468
7634,5,4032661,Route 1- Coronet Way,0,226233,86348
7634,5,4025952,Route 1- Five Points Station,1,226781,86468
7634,5,4044225,Route 1- Coronet Way,0,226781,86348
7634,5,4029885,Route 1- Coronet Way,0,226780,86348
7634,5,4027832,Route 1- Coronet Way,0,226781,86348
7634,5,4024559,Route 1- Coronet Way,0,227641,86348
7634,5,4031766,Route 1- Five Points Station,1,227641,86468
7634,5,4025978,Route 1- Coronet Way,0,226233,86291
7634,5,4041226,Route 1- Coronet Way,0,226233,86348
7634,5,4034314,Route 1- Five Points Station,1,226233,86528
7634,5,4033061,Route 1- Five Points Station,1,226233,86528
7634,5,4041236,Route 1- Coronet Way,0,226233,86291
7634,5,4025954,Route 1- Five Points Station,1,226780,86468
7634,5,4044299,Route 1- Coronet Way,0,226781,86348
7634,5,4029890,Route 1- Coronet Way,0,226780,86291
7634,5,4025956,Route 1- Five Points Station,1,226233,86468
7634,5,4044298,Route 1- Five Points Station,1,227641,86468
7634,5,4041217,Route 1- Five Points Station,1,226233,86468
7634,5,4025965,Route 1- Coronet Way,0,227641,86348
7634,5,4042084,Route 1- Five Points Station,1,226780,86468
7634,5,4044311,Route 1- Five Points Station,1,226781,86528
7634,5,4042295,Route 1- Coronet Way,0,227641,86291
7634,5,4025963,Route 1- Five Points Station,1,227641,86528
7634,5,4025959,Route 1- Five Points Station,1,226781,86528
7634,5,4034313,Route 1- Five Points Station,1,226780,86528
7634,5,4034315,Route 1- Coronet Way,0,227529,86348
7634,5,4027833,Route 1- Coronet Way,0,227641,86348
7634,5,4049705,Route 1- Coronet Way,0,227641,86291
7634,5,4031787,Route 1- Coronet Way,0,226233,86291
7634,5,4025962,Route 1- Five Points Station,1,226233,86528
7634,5,4034334,Route 1- Coronet Way,0,226780,86291
7634,5,4043612,Route 1- Coronet Way,0,226780,86348
7634,5,4048496,Route 1- Five Points Station,1,226780,86468
7634,5,4048121,Route 1- Five Points Station,1,227641,86528
7634,5,4044227,Route 1- Coronet Way,0,227641,86348
7634,5,4038502,Route 1- Coronet Way,0,227605,86291
7634,5,4031765,Route 1- Five Points Station,1,226780,86468
7634,5,4025961,Route 1- Five Points Station,1,226780,86528
7634,5,4041225,Route 1- Coronet Way,0,227457,86348
7634,5,4027842,Route 1- Coronet Way,0,227529,86291
7634,5,4027822,Route 1- Five Points Station,1,227605,86411
7634,5,4043613,Route 1- Five Points Station,1,226233,86468
7634,5,4042086,Route 1- Five Points Station,1,226873,86528
7634,5,4025955,Route 1- Five Points Station,1,226780,86468
7634,5,4041224,Route 1- Coronet Way,0,226781,86348
7634,5,4042292,Route 1- Coronet Way,0,227641,86291
7634,5,4048125,Route 1- Coronet Way,0,226233,86291
7634,5,4024557,Route 1- Coronet Way,0,227457,86348
7634,5,4031786,Route 1- Coronet Way,0,226780,86291
7634,5,4032660,Route 1- Coronet Way,0,226781,86348
7634,5,4034312,Route 1- Five Points Station,1,226781,86528
7634,5,4048708,Route 1- Five Points Station,1,227605,86528
7634,5,4034953,Route 1- Coronet Way,0,226233,86291
7634,5,4034333,Route 1- Coronet Way,0,226873,86291
7634,5,4031776,Route 1- Five Points Station,1,227529,86528
7634,5,4044300,Route 1- Coronet Way,0,227605,86291
7634,5,4024556,Route 1- Five Points Station,1,227641,86528
7634,5,4034098,Route 1- Five Points Station,1,226233,86468
7634,5,4048784,Route 1- Five Points Station,1,226233,86528
7634,5,4045824,Route 1- Five Points Station,1,226233,86468
7634,5,4025964,Route 1- Five Points Station,1,227641,86528
7634,5,4047525,Route 1- Coronet Way,0,226233,86291
7634,5,4025960,Route 1- Five Points Station,1,226780,86528
7634,5,4044124,Route 1- Coronet Way,0,227605,86348
7634,5,4034316,Route 1- Coronet Way,0,226780,86348
7634,5,4044309,Route 1- Five Points Station,1,227605,86468
7634,5,4042756,Route 1- Coronet Way,0,226233,86291
7634,5,4031777,Route 1- Coronet Way,0,226780,86348
7634,5,4025953,Route 1- Five Points Station,1,227529,86468
7634,5,4025979,Route 1- Coronet Way,0,226233,86291
7634,5,4035022,Route 1- Five Points Station,1,227641,86411
7635,3,4022515,Route 2 - Decatur Station,0,226741,86266
7635,3,4026273,Route 2 - North Avenue Station,1,226741,86183
7635,3,4026283,Route 2 - Decatur Station,0,227022,86266
7635,3,4043821,Route 2 - North Avenue Station,1,226741,86183
7635,3,4030697,Route 2 - North Avenue Station,1,227022,86183
7635,3,4026274,Route 2 - North Avenue Station,1,227022,86183
7635,3,4036995,Route 2 - North Avenue Station,1,226741,86183
7635,3,4028057,Route 2 - Decatur Station,0,227022,86266
7635,3,4050197,Route 2 - North Avenue Station,1,227022,86183
7635,3,4046284,Route 2 - Decatur Station,0,227022,86266
7635,3,4024176,Route 2 - Decatur Station,0,226741,86266
7635,3,4042479,Route 2 - North Avenue Station,1,226741,86183
7635,3,4037271,Route 2 - Decatur Station,0,227022,86266
7635,3,4037264,Route 2 - North Avenue Station,1,227022,86183
7635,3,4042497,Route 2 - North Avenue Station,1,227022,86183
7635,3,4039746,Route 2 - North Avenue Station,1,226741,86183
7635,3,4046520,Route 2 - Decatur Station,0,226741,86266
7635,3,4036997,Route 2 - North Avenue Station,1,227022,86183
7635,3,4042481,Route 2 - Decatur Station,0,227022,86266
7635,3,4036996,Route 2 - North Avenue Station,1,227022,86183
7635,3,4042480,Route 2 - Decatur Station,0,226741,86266
7635,3,4046518,Route 2 - North Avenue Station,1,227022,86183
7635,3,4036994,Route 2 - North Avenue Station,1,226741,86183
7635,3,4035220,Route 2 - Decatur Station,0,227022,86266
7635,3,4024177,Route 2 - Decatur Station,0,227022,86266
7635,3,4036019,Route 2 - Decatur Station,0,227022,86266
7635,3,4034237,Route 2 - North Avenue Station,1,227022,86183
7635,3,4026284,Route 2 - Decatur Station,0,227022,86266
7635,3,4045227,Route 2 - Decatur Station,0,227022,86266
7635,3,4022516,Route 2 - Decatur Station,0,227022,86266
7635,3,4037265,Route 2 - North Avenue Station,1,227022,86183
7635,3,4030706,Route 2 - Decatur Station,0,226741,86266
7635,3,4026272,Route 2 - North Avenue Station,1,226741,86183
7635,3,4022508,Route 2 - North Avenue Station,1,227022,86183
7635,3,4046517,Route 2 - North Avenue Station,1,226741,86183
7635,3,4024172,Route 2 - North Avenue Station,1,227022,86183
7635,3,4028049,Route 2 - North Avenue Station,1,226741,86183
7635,3,4030705,Route 2 - Decatur Station,0,226741,86266
7635,3,4045715,Route 2 - North Avenue Station,1,227022,86183
7635,3,4043823,Route 2 - Decatur Station,0,227022,86266
7635,3,4033077,Route 2 - Decatur Station,0,226741,86266
7635,3,4022514,Route 2 - Decatur Station,0,226741,86266
7635,3,4030704,Route 2 - Decatur Station,0,226741,86266
7635,3,4024178,Route 2 - Decatur Station,0,227022,86266
7635,3,4045225,Route 2 - North Avenue Station,1,227022,86183
7635,3,4049446,Route 2 - North Avenue Station,1,226741,86183
7635,3,4044176,Route 2 - Decatur Station,0,227022,86266
7635,3,4030707,Route 2 - Decatur Station,0,226741,86266
7635,3,4035344,Route 2 - North Avenue Station,1,226741,86183
7635,4,4026267,Route 2 - North Avenue Station,1,227384,86183
7635,4,4039752,Route 2 - Decatur Station,0,227384,86266
7635,4,4026282,Route 2 - Decatur Station,0,227384,86266
7635,4,4036018,Route 2 - Decatur Station,0,227384,86266
7635,4,4039745,Route 2 - North Avenue Station,1,227384,86183
7635,4,4037270,Route 2 - Decatur Station,0,227384,86266
7635,4,4022512,Route 2 - Decatur Station,0,227384,86266
7635,4,4036993,Route 2 - North Avenue Station,1,227384,86183
7635,4,4026271,Route 2 - North Avenue Station,1,227384,86183
7635,4,4044837,Route 2 - North Avenue Station,1,227384,86183
7635,4,4026269,Route 2 - North Avenue Station,1,227384,86183
7635,4,4022507,Route 2 - North Avenue Station,1,227384,86183
7635,4,4026270,Route 2 - North Avenue Station,1,227384,86183
7635,4,4039744,Route 2 - North Avenue Station,1,227384,86183
7635,4,4036992,Route 2 - North Avenue Station,1,227384,86183
7635,4,4030696,Route 2 - North Avenue Station,1,227384,86183
7635,4,4042346,Route 2 - North Avenue Station,1,227384,86183
7635,4,4030703,Route 2 - Decatur Station,0,227384,86266
7635,4,4039751,Route 2 - Decatur Station,0,227384,86266
7635,4,4045539,Route 2 - North Avenue Station,1,227384,86183
7635,4,4022513,Route 2 - Decatur Station,0,227384,86266
7635,4,4046283,Route 2 - Decatur Station,0,227384,86266
7635,4,4028056,Route 2 - Decatur Station,0,227384,86266
7635,4,4042803,Route 2 - North Avenue Station,1,227384,86183
7635,4,4045538,Route 2 - Decatur Station,0,227384,86266
7635,4,4035347,Route 2 - Decatur Station,0,227384,86266
7635,4,4039750,Route 2 - Decatur Station,0,227384,86266
7635,4,4028048,Route 2 - North Avenue Station,1,227384,86183
7635,4,4044661,Route 2 - Decatur Station,0,227384,86266
7635,4,4033076,Route 2 - Decatur Station,0,227384,86266
7635,4,4026268,Route 2 - North Avenue Station,1,227384,86183
7635,5,4036990,Route 2 - North Avenue Station,1,226712,86183
7635,5,4046072,Route 2 - Decatur Station,0,226230,86266
7635,5,4030700,Route 2 - Decatur Station,0,226727,86266
7635,5,4046707,Route 2 - North Avenue Station,1,227684,86183
7635,5,4028054,Route 2 - Decatur Station,0,226727,86266
7635,5,4026262,Route 2 - North Avenue Station,1,226712,86183
7635,5,4043854,Route 2 - Decatur Station,0,227691,86266
7635,5,4028046,Route 2 - North Avenue Station,1,226712,86183
7635,5,4037260,Route 2 - North Avenue Station,1,226230,86183
7635,5,4042026,Route 2 - Decatur Station,0,226712,86266
7635,5,4026278,Route 2 - Decatur Station,0,226230,86266
7635,5,4022504,Route 2 - North Avenue Station,1,226469,86183
7635,5,4024174,Route 2 - Decatur Station,0,226230,86266
7635,5,4026260,Route 2 - North Avenue Station,1,226230,86183
7635,5,4024171,Route 2 - North Avenue Station,1,226712,86183
7635,5,4022510,Route 2 - Decatur Station,0,227691,86266
7635,5,4044247,Route 2 - Decatur Station,0,227260,86266
7635,5,4039748,Route 2 - Decatur Station,0,226469,86266
7635,5,4037001,Route 2 - Decatur Station,0,227684,86266
7635,5,4050375,Route 2 - North Avenue Station,1,226469,86183
7635,5,4022506,Route 2 - North Avenue Station,1,226230,86183
7635,5,4028043,Route 2 - North Avenue Station,1,226230,86183
7635,5,4042033,Route 2 - Decatur Station,0,226712,86266
7635,5,4034236,Route 2 - North Avenue Station,1,227260,86183
7635,5,4047473,Route 2 - North Avenue Station,1,226230,86183
7635,5,4036989,Route 2 - North Avenue Station,1,226230,86183
7635,5,4028052,Route 2 - Decatur Station,0,226469,86266
7635,5,4024169,Route 2 - North Avenue Station,1,226469,86183
7635,5,4028044,Route 2 - North Avenue Station,1,227684,86183
7635,5,4050215,Route 2 - North Avenue Station,1,226230,86183
7635,5,4049459,Route 2 - North Avenue Station,1,226230,86183
7635,5,4045246,Route 2 - Decatur Station,0,226469,86266
7635,5,4024170,Route 2 - North Avenue Station,1,227260,86183
7635,5,4037259,Route 2 - North Avenue Station,1,226712,86183
7635,5,4037268,Route 2 - Decatur Station,0,227684,86266
7635,5,4043349,Route 2 - Decatur Station,0,226469,86266
7635,5,4030699,Route 2 - Decatur Station,0,226469,86266
7635,5,4028045,Route 2 - North Avenue Station,1,227684,86183
7635,5,4039743,Route 2 - North Avenue Station,1,226727,86183
7635,5,4026279,Route 2 - Decatur Station,0,226230,86266
7635,5,4042028,Route 2 - Decatur Station,0,226712,86266
7635,5,4047474,Route 2 - Decatur Station,0,227684,86266
7635,5,4028053,Route 2 - Decatur Station,0,226230,86266
7635,5,4026277,Route 2 - Decatur Station,0,226712,86266
7635,5,4022505,Route 2 - North Avenue Station,1,227691,86183
7635,5,4039742,Route 2 - North Avenue Station,1,226469,86183
7635,5,4030693,Route 2 - North Avenue Station,1,226469,86183
7635,5,4026261,Route 2 - North Avenue Station,1,226727,86183
7635,5,4046515,Route 2 - North Avenue Station,1,226712,86183
7635,5,4046070,Route 2 - North Avenue Station,1,227691,86183
7635,5,4045984,Route 2 - Decatur Station,0,226230,86266
7635,5,4046519,Route 2 - Decatur Station,0,226230,86266
7635,5,4044243,Route 2 - Decatur Station,0,226712,86266
7635,5,4035049,Route 2 - Decatur Station,0,226230,86266
7635,5,4037261,Route 2 - North Avenue Station,1,226727,86183
7635,5,4028051,Route 2 - Decatur Station,0,226712,86266
7635,5,4037000,Route 2 - Decatur Station,0,226469,86266
7636,3,4042348,Route 3 - Pryor St / Wall St,0,226267,86398
7636,3,4037277,Route 3 - Pryor St / Wall St,0,227093,86398
7636,3,4033083,Route 3 - H. E. Holmes Station,1,227093,86349
7636,3,4039760,Route 3 - Pryor St / Wall St,0,226267,86398
7636,3,4037016,Route 3 - H. E. Holmes Station,1,227093,86349
7636,3,4035223,Route 3 - Pryor St / Wall St,0,227093,86398
7636,3,4035052,Route 3 - Pryor St / Wall St,0,226267,86398
7636,3,4033079,Route 3 - Pryor St / Wall St,0,226267,86398
7636,3,4028073,Route 3 - H. E. Holmes Station,1,227093,86349
7636,3,4036022,Route 3 - Pryor St / Wall St,0,227093,86398
7636,3,4030712,Route 3 - Pryor St / Wall St,0,227093,86398
7636,3,4046524,Route 3 - Pryor St / Wall St,0,227093,86398
7636,3,4046286,Route 3 - Pryor St / Wall St,0,226267,86398
7636,3,4028061,Route 3 - Pryor St / Wall St,0,227093,86398
7636,3,4044839,Route 3 - H. E. Holmes Station,1,226267,86349
7636,3,4037018,Route 3 - H. E. Holmes Station,1,227093,86349
7636,3,4030723,Route 3 - H. E. Holmes Station,1,227093,86349
7636,3,4026303,Route 3 - H. E. Holmes Station,1,226267,86349
7636,3,4024191,Route 3 - H. E. Holmes Station,1,226267,86349
7636,3,4030713,Route 3 - Pryor St / Wall St,0,226267,86398
7636,3,4047033,Route 3 - Pryor St / Wall St,0,226267,86398
7636,3,4037020,Route 3 - H. E. Holmes Station,1,226267,86349
7636,3,4045992,Route 3 - H. E. Holmes Station,1,227093,86349
7636,3,4039768,Route 3 - H. E. Holmes Station,1,226267,86349
7636,3,4044660,Route 3 - H. E. Holmes Station,1,226267,86349
7636,3,4028063,Route 3 - Pryor St / Wall St,0,226267,86398
7636,3,4042347,Route 3 - Pryor St / Wall St,0,226267,86398
7636,3,4028062,Route 3 - Pryor St / Wall St,0,226267,86398
7636,3,4026302,Route 3 - H. E. Holmes Station,1,226267,86349
7636,3,4037283,Route 3 - H. E. Holmes Station,1,227093,86349
7636,3,4024192,Route 3 - H. E. Holmes Station,1,226267,86349
7636,3,4037019,Route 3 - H. E. Holmes Station,1,226267,86349
7636,3,4028064,Route 3 - Pryor St / Wall St,0,226267,86398
7636,3,4037278,Route 3 - Pryor St / Wall St,0,227093,86398
7636,3,4045993,Route 3 - H. E. Holmes Station,1,226267,86349
7636,3,4035355,Route 3 - H. E. Holmes Station,1,227093,86349
7636,3,4037017,Route 3 - H. E. Holmes Station,1,227093,86349
7636,3,4042349,Route 3 - H. E. Holmes Station,1,227093,86349
7636,3,4030722,Route 3 - H. E. Holmes Station,1,227093,86349
7636,3,4026291,Route 3 - Pryor St / Wall St,0,226267,86398
7636,3,4039758,Route 3 - Pryor St / Wall St,0,227093,86398
7636,3,4046290,Route 3 - H. E. Holmes Station,1,226267,86349
7636,3,4039769,Route 3 - H. E. Holmes Station,1,226267,86349
7636,3,4046976,Route 3 - Pryor St / Wall St,0,227093,86398
7636,3,4033084,Route 3 - H. E. Holmes Station,1,226267,86349
7636,3,4022523,Route 3 - Pryor St / Wall St,0,227093,86398
7636,3,4044838,Route 3 - Pryor St / Wall St,0,227093,86398
7636,3,4039759,Route 3 - Pryor St / Wall St,0,226267,86398
7636,3,4037284,Route 3 - H. E. Holmes Station,1,227093,86349
7636,3,4037010,Route 3 - Pryor St / Wall St,0,227093,86398
7636,4,4030720,Route 3 - H. E. Holmes Station,1,226270,86349
7636,4,4044662,Route 3 - Pryor St / Wall St,0,226625,86398
7636,4,4037015,Route 3 - H. E. Holmes Station,1,226270,86349
7636,4,4024189,Route 3 - H. E. Holmes Station,1,226270,86349
7636,4,4045987,Route 3 - Pryor St / Wall St,0,226270,86398
7636,4,4043183,Route 3 - H. E. Holmes Station,1,226270,86349
7636,4,4042804,Route 3 - Pryor St / Wall St,0,226270,86398
7636,4,4030711,Route 3 - Pryor St / Wall St,0,226625,86398
7636,4,4045988,Route 3 - Pryor St / Wall St,0,226625,86398
7636,4,4039757,Route 3 - Pryor St / Wall St,0,226625,86398
7636,4,4042350,Route 3 - Pryor St / Wall St,0,226625,86398
7636,4,4026299,Route 3 - H. E. Holmes Station,1,226270,86349
7636,4,4030721,Route 3 - H. E. Holmes Station,1,226625,86349
7636,4,4047771,Route 3 - Pryor St / Wall St,0,226270,86398
7636,4,4022520,Route 3 - Pryor St / Wall St,0,226270,86398
7636,4,4043182,Route 3 - H. E. Holmes Station,1,226625,86349
7636,4,4035056,Route 3 - H. E. Holmes Station,1,226270,86349
7636,4,4022531,Route 3 - H. E. Holmes Station,1,226270,86349
7636,4,4045540,Route 3 - Pryor St / Wall St,0,226270,86398
7636,4,4022521,Route 3 - Pryor St / Wall St,0,226270,86398
7636,4,4037282,Route 3 - H. E. Holmes Station,1,226625,86349
7636,4,4046523,Route 3 - Pryor St / Wall St,0,226625,86398
7636,4,4044496,Route 3 - Pryor St / Wall St,0,226625,86398
7636,4,4022522,Route 3 - Pryor St / Wall St,0,226625,86398
7636,4,4037276,Route 3 - Pryor St / Wall St,0,226625,86398
7636,4,4037008,Route 3 - Pryor St / Wall St,0,226270,86398
7636,4,4024180,Route 3 - Pryor St / Wall St,0,226270,86398
7636,4,4035226,Route 3 - H. E. Holmes Station,1,226625,86349
7636,4,4047772,Route 3 - Pryor St / Wall St,0,226270,86398
7636,4,4046289,Route 3 - H. E. Holmes Station,1,226270,86349
7636,4,4024190,Route 3 - H. E. Holmes Station,1,226625,86349
7636,4,4037009,Route 3 - Pryor St / Wall St,0,226625,86398
7636,4,4024179,Route 3 - Pryor St / Wall St,0,226270,86398
7636,4,4039765,Route 3 - H. E. Holmes Station,1,226625,86349
7636,4,4039766,Route 3 - H. E. Holmes Station,1,226625,86349
7636,4,4037014,Route 3 - H. E. Holmes Station,1,226270,86349
7636,4,4033082,Route 3 - H. E. Holmes Station,1,226270,86349
7636,4,4039756,Route 3 - Pryor St / Wall St,0,226625,86398
7636,4,4024188,Route 3 - H. E. Holmes Station,1,226270,86349
7636,4,4028071,Route 3 - H. E. Holmes Station,1,226625,86349
7636,4,4047773,Route 3 - H. E. Holmes Station,1,226625,86349
7636,4,4026300,Route 3 - H. E. Holmes Station,1,226270,86349
7636,4,4026290,Route 3 - Pryor St / Wall St,0,226270,86398
7636,4,4028072,Route 3 - H. E. Holmes Station,1,226625,86349
7636,4,4043243,Route 3 - Pryor St / Wall St,0,226270,86398
7636,4,4039767,Route 3 - H. E. Holmes Station,1,226625,86349
7636,4,4026301,Route 3 - H. E. Holmes Station,1,226625,86349
7636,4,4046285,Route 3 - Pryor St / Wall St,0,226625,86398
7636,4,4045991,Route 3 - H. E. Holmes Station,1,226625,86349
7636,4,4044495,Route 3 - Pryor St / Wall St,0,226625,86398
7636,5,4028069,Route 3 - Candler Park Station,0,227686,86521
7636,5,4030718,Route 3 - Candler Park Station,0,227685,86521
7636,5,4044497,Route 3 - H. E. Holmes Station,1,227685,86388
7636,5,4039761,Route 3 - H. E. Holmes Station,1,226231,86349
7636,5,4026293,Route 3 - Candler Park Station,0,227264,86362
7636,5,4026305,Route 3 - H. E. Holmes Station,1,227685,86339
7636,5,4022535,Route 3 - H. E. Holmes Station,1,227686,86388
7636,5,4044789,Route 3 - Pryor St / Wall St,0,227685,86398
7636,5,4028075,Route 3 - H. E. Holmes Station,1,227685,86339
7636,5,4026288,Route 3 - Pryor St / Wall St,0,226231,86398
7636,5,4043185,Route 3 - Pryor St / Wall St,0,227088,86398
7636,5,4048874,Route 3 - H. E. Holmes Station,1,227686,86388
7636,5,4030708,Route 3 - Pryor St / Wall St,0,226231,86398
7636,5,4030716,Route 3 - Candler Park Station,0,226485,86362
7636,5,4024183,Route 3 - Candler Park Station,0,227088,86362
7636,5,4037012,Route 3 - Candler Park Station,0,227686,86521
7636,5,4036025,Route 3 - Candler Park Station,0,226231,86521
7636,5,4046525,Route 3 - Candler Park Station,0,226231,86362
7636,5,4037286,Route 3 - H. E. Holmes Station,1,227264,86388
7636,5,4028060,Route 3 - Pryor St / Wall St,0,227264,86398
7636,5,4026307,Route 3 - H. E. Holmes Station,1,227264,86388
7636,5,4044790,Route 3 - H. E. Holmes Station,1,226485,86339
7636,5,4045541,Route 3 - Candler Park Station,0,227264,86521
7636,5,4046527,Route 3 - H. E. Holmes Station,1,227264,86339
7636,5,4022533,Route 3 - H. E. Holmes Station,1,227686,86339
7636,5,4024194,Route 3 - H. E. Holmes Station,1,226485,86339
7636,5,4043184,Route 3 - Candler Park Station,0,227685,86362
7636,5,4035228,Route 3 - H. E. Holmes Station,1,227088,86388
7636,5,4045990,Route 3 - H. E. Holmes Station,1,227685,86349
7636,5,4037025,Route 3 - H. E. Holmes Station,1,227685,86388
7636,5,4026294,Route 3 - Candler Park Station,0,226485,86521
7636,5,4030719,Route 3 - Candler Park Station,0,227264,86521
7636,5,4028059,Route 3 - Pryor St / Wall St,0,227685,86398
7636,5,4045986,Route 3 - Pryor St / Wall St,0,227685,86398
7636,5,4024185,Route 3 - Candler Park Station,0,226485,86521
